"Source:","/Users/chrisarcadia/Dropbox (Brown)/Ventilator/repositories/pufferfish-electronics/designs/Pufferfish-Controller-1/Pufferfish-Controller-1.sch"
"Date:","Thursday, July 02, 2020 at 11:10:22 AM"
"Tool:","Eeschema (5.1.5-0-10_14)"
"Component Count:","559"
"Ref","Value","Part","Footprint","Description","Vendor","Manufacturer","Datasheet","Tolerance","Resistance","Capacitance","Pressure"
"R267","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R268","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R269","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R270","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R271","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R272","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R273","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R274","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","20kΩ","",""
"R275","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R276","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R277","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R278","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R279","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R280","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R281","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","20kΩ","",""
"R282","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R283","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R284","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R285","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R286","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R287","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R288","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R289","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R290","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R291","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R292","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R293","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R294","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R295","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R296","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R297","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R298","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R299","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R300","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R301","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R302","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R303","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R304","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R305","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R306","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R307","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R308","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R309","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R310","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R311","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R312","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R313","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R314","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R315","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R316","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R317","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R318","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R319","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R320","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R321","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R322","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R323","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R324","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R325","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R326","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R327","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R328","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R329","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R330","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R331","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R332","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R333","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R334","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R335","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R336","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R337","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R338","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R339","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R340","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R341","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R342","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R343","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R344","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R345","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R346","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R347","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R348","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R349","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R350","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R351","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R352","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R353","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R354","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R355","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R356","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R357","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R358","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R359","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R360","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R361","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R362","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R363","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R364","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R365","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R366","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R367","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R368","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R369","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R370","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R371","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R372","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R373","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R374","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R375","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1Ω","",""
"R376","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R377","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R378","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R379","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R380","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R381","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R382","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R383","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R384","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R385","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R386","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R387","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R388","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R389","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R390","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R391","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R392","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R393","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R394","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R395","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R396","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R397","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R398","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R399","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R400","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R401","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R402","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R403","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R404","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R405","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R406","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R407","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R408","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R409","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R410","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R411","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R412","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R413","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
